hour_of_year,temperature,day_of_year
1,68.18373681041668,1
2,68.14776124375001,1
3,68.22519610208333,1
4,68.18941342500001,1
5,68.16818496875001,1
6,68.08582592083332,1
7,68.12516021458336,1
8,67.95228847916668,1
9,68.13767954791666,1
10,68.43278481250002,1
11,68.82474279791666,1
12,69.19625452083332,1
13,69.33463514583332,1
14,69.34276058333333,1
15,69.61186045208333,1
16,69.93759883125001,1
17,69.92578240208336,1
18,70.00067718333334,1
19,70.04605893333336,1
20,69.91562496249999,1
21,69.96448336874998,1
22,69.67249515208334,1
23,69.33758731458332,1
24,69.10956139791665,1
25,68.85027784999998,2
26,68.59228272083334,2
27,68.55626905,2
28,68.16552254375,2
29,67.97575666666663,2
30,67.6763221540064,2
31,67.75840958124998,2
32,68.28326566875,2
33,68.73321074374998,2
34,69.19693552500001,2
35,69.33132459583334,2
36,69.47670830208335,2
37,69.40455706666665,2
38,69.64727118333334,2
39,69.88826486875001,2
40,70.04734297499999,2
41,70.09836199791667,2
42,70.22784976458334,2
43,70.367476475,2
44,70.3426319125,2
45,70.28524273958332,2
46,70.07338180416666,2
47,69.82869341041669,2
48,69.59136776249998,2
49,69.03606642916667,3
50,68.82987790833332,3
51,68.45233480208336,3
52,68.26546818749998,3
53,67.94383848958333,3
54,67.88063944375,3
55,68.152068275,3
56,68.31923011458332,3
57,68.98596864166667,3
58,69.21917366875002,3
59,69.45132525208332,3
60,69.48053608541666,3
61,69.61518133750002,3
62,69.81139194791668,3
63,69.86898471458332,3
64,70.07859161875001,3
65,70.14149708333333,3
66,70.36510540208334,3
67,70.33362966458333,3
68,70.24387026875002,3
69,70.22798746458334,3
70,69.91757094583333,3
71,69.6399069125,3
72,69.19419753749999,3
73,68.83265886458334,4
74,68.54711180833334,4
75,68.21004321458334,4
76,68.02070332708331,4
77,67.69021788333332,4
78,67.58163136041668,4
79,67.85396328333334,4
80,68.15504422708332,4
81,68.81549583958335,4
82,69.23170961458335,4
83,69.30880964583335,4
84,69.23731160416666,4
85,69.24533330416666,4
86,69.56075993541666,4
87,69.6164477625,4
88,69.62693656250003,4
89,69.89958431458332,4
90,70.12683609375,4
91,70.34167772083336,4
92,70.32890005,4
93,70.42665583750001,4
94,70.14537538333335,4
95,70.00823868541666,4
96,69.62962505,4
97,69.21461653125002,5
98,68.88349882083332,5
99,68.76805118958336,5
100,68.60294190208334,5
101,68.34123899791668,5
102,68.16059604791666,5
103,68.10821814166665,5
104,68.39918812083332,5
105,68.98990847291664,5
106,69.42196301875,5
107,69.55375328958337,5
108,69.59772191874997,5
109,69.45356115416666,5
110,69.46747452083335,5
111,69.69402959791668,5
112,69.77467765208334,5
113,69.7460527375,5
114,69.80845279791666,5
115,69.85275654166668,5
116,70.187689975,5
117,70.17971793749997,5
118,69.96803383541666,5
119,69.63686620624999,5
120,69.25892977291667,5
121,68.80192374375,6
122,68.57636493541669,6
123,68.32890249791663,6
124,68.21112577708335,6
125,67.94872968333331,6
126,67.64730404375001,6
127,67.50059894999998,6
128,67.68347456249998,6
129,68.56402689375,6
130,68.99144355624998,6
131,69.54820798749999,6
132,69.78815380625002,6
133,69.9385380625,6
134,70.11685816875001,6
135,70.08896845,6
136,70.03077160208332,6
137,70.14782190625002,6
138,70.05839060208334,6
139,70.04106631874998,6
140,69.98692780208336,6
141,70.14676327291667,6
142,70.14421738125,6
143,70.09262814374999,6
144,69.63818850833334,6
145,69.19643696458334,7
146,68.91535451041665,7
147,68.52345927083334,7
148,68.22396174583334,7
149,67.95072708333332,7
150,67.69922248750001,7
151,67.74116491875003,7
152,67.96562482708333,7
153,68.61662490208332,7
154,69.36338154791669,7
155,69.85765329791667,7
156,69.99536535833332,7
157,70.27438875833333,7
158,70.39889743333333,7
159,70.30063203749998,7
160,70.43697127499999,7
161,70.33923956041666,7
162,70.39677450625,7
163,70.44123476458334,7
164,70.42403017708334,7
165,70.36610897083334,7
166,69.98913868333335,7
167,69.76597116250001,7
168,69.3923606958333,7
169,69.19857992291666,8
170,68.785490475,8
171,68.47294164374999,8
172,68.15249227083333,8
173,67.79828964166667,8
174,67.84019424791667,8
175,68.24864992083334,8
176,68.49395417708334,8
177,68.72657085416667,8
178,68.88854917291668,8
179,69.00495950208335,8
180,69.21480925416667,8
181,69.33888871041668,8
182,69.33631576458336,8
183,69.39181938541665,8
184,69.47301903541666,8
