hour_of_year,heat_runtime,aux_runtime,emg_runtime,temperature,day_of_year
8185,0.4392114833684212,0.4392114833684212,0,25.17823684663421,342
8186,0.48617799031578945,0.48617799031578945,0,24.75627631465397,342
8187,0.620158851789474,0.513047368894737,0,24.33928509398025,342
8188,0.7578929214229251,0.5801422924901187,0,24.310579711264825,342
8189,0.8745727633201585,0.7364484370750991,0,24.259424686733876,342
8190,1.1080416815810283,0.6776183973913048,0,24.17910847765216,342
8191,1.167378947368421,0.9292880384210529,0,24.185070179611838,342
8192,1.232526315789474,0.7957894736842113,0,24.302521930397397,342
8193,1.184325358736842,0.7700956938947374,0,24.8012982428066,342
8194,1.0400095692631581,0.723545454473684,0,26.408697361788153,342
8195,0.8944306218947367,0.532665071684211,0,28.339311400580275,342
8196,0.8425263157894733,0.5098708133684212,0,29.923732453675026,342
8197,0.9967578947368425,0.3912473684210529,0,30.98099999113819,342
8198,0.9296095692631574,0.26004401881578976,0,31.60860525750133,342
8199,0.9133294736842102,0.27456157894736877,0,31.707947361398688,342
8200,1.0431447846315784,0.27169873207894757,0,30.88450877592891,342
8201,1.0732593300000002,0.2724301435263159,0,29.40108333214741,342
8202,1.0819866028421046,0.2934172248947371,0,28.12579386430131,342
8203,0.9861875598947368,0.3170727274736845,0,27.201754374126324,342
8204,1.0131732056842107,0.3993071766315792,0,26.561377194491705,342
8205,0.9670073684210528,0.4429829423684214,0,26.123293863378823,342
8206,0.8219425837894735,0.35221291934210525,0,25.71139034954752,342
8207,0.5990526315789476,0.41328947400000005,0,25.43895613780961,342
8208,0.42011483242105274,0.2914665070263159,0,25.12280262797484,342
8209,0.3448421052631577,0.3448421052631577,0,24.804188593573294,343
8210,0.3612631578947368,0.3612631578947368,0,24.491092110360004,343
8211,0.5517958850526319,0.4905781578947369,0,24.29824123732157,343
8212,0.6868708133684215,0.5533923439736844,0,24.25371053372646,343
8213,0.8378411482105267,0.6848684210526316,0,24.400478066716197,343
8214,1.0514411482105261,0.8087253585000002,0,24.541912284651847,343
8215,1.2812210526315784,0.8789555024210526,0,24.685697363281438,343
8216,1.4152306218947366,0.8458837323157893,0,24.84353289384698,343
8217,1.3402736842105265,0.7164401914736842,0,25.358278505511713,343
8218,1.2983885166315794,0.5238129186315795,0,26.71936403172012,343
8219,1.1112688995789473,0.523155502421053,0,28.37914912678854,343
8220,0.9713167465263159,0.3665641148684212,0,29.849245608256624,343
8221,0.9272209162005277,0.4067004077572561,0,31.048320140848286,343
8222,0.7949052631578948,0.4243765550526319,0,31.73890351097502,343
8223,0.8577186603157896,0.4423478468684212,0,32.07186403727235,343
8224,0.8807138756842103,0.40833588552631606,0,31.923585532003937,343
8225,0.9657473684210527,0.43458516742105285,0,31.51496930175131,343
8226,0.8311866028421053,0.266569377789474,0,31.151478068943437,343
8227,0.9445550238947371,0.20660526339473692,0,30.984157899957907,343
8228,0.9840631578947364,0.23643014368421064,0,30.841649123734225,343
8229,0.8630494736842105,0.23390059815789485,0,30.750991218032937,343
8230,0.7268696651589475,0.2335227752628948,0,30.745721490118413,343
8231,0.5541588517894739,0.21866842105263168,0,30.847519732192133,343
8232,0.5208287081052633,0.2126612440263159,0,30.860673257025017,343
8233,0.46494545463157916,0.24116279868394747,0,30.741423234564493,344
8234,0.5089116745263161,0.21353605263157902,0,30.631015346001316,344
8235,0.623368421052632,0.2886516746052632,0,30.520609654953937,344
8236,0.7218315789473687,0.30259586123684207,0,30.405394736278968,344
8237,1.0061052631578955,0.3244636363421054,0,30.347811394796018,344
8238,1.2660522489473687,0.4153534449473688,0,30.29424780820791,344
8239,1.4052631578947368,0.6597746411842113,0,30.25443860605136,344
8240,1.3545358850526314,0.44736459331578976,0,30.266811410392087,344
8241,1.287961722631579,0.4907870818421057,0,30.520274118069707,344
8242,1.1477114833673685,0.5281623199997368,0,31.50373026407895,344
8243,1.0483557894726323,0.4434466985786844,0,32.78605263463682,344
8244,0.8823732056842106,0.3588502392631581,0,34.113199557457925,344
8245,0.8751961721052632,0.38337416265789503,0,35.21635745525787,344
8246,0.6818526315789472,0.17622344494736852,0,35.85407018027107,344
8247,0.7673684210526315,0.2232315789473687,0,36.02357456271713,344
8248,0.8681971291578949,0.2910617224736844,0,35.621896936402656,344
8249,0.8444210526315786,0.24346507176315813,0,34.62698903992238,344
8250,0.910484210526316,0.22435263157894753,0,33.71226316359212,344
8251,0.8694315789473686,0.25393636365789485,0,33.06579387108815,344
8252,0.916421052631579,0.19237894736842123,0,32.584293870402654,344
8253,0.8013875598947372,0.1720362201315791,0,32.32607894271317,344
8254,0.69737799031579,0.1779746411842106,0,32.039131584560536,344
8255,0.4839904307368423,0.16690047797368426,0,31.798763166356583,344
8256,0.43984306231578957,0.17525454576315797,0,31.42314473196448,344
8257,0.5849569376842111,0.20941578947368425,0,31.114535088293454,345
8258,0.5360956938947371,0.2590593303157896,0,30.898035083651326,345
8259,0.5175134747826091,0.3056758893280633,0,30.755177863552,345
8260,0.6298222222222226,0.3986687587301589,0,30.584845666707704,345
8261,0.9907936507936514,0.47017748920634944,0,30.580396827037045,345
8262,1.2430880231746033,0.5580288600000003,0,30.52331349903571,345
8263,1.3101587301587303,0.6181832611904766,0,30.566750446694428,345
8264,1.195059163174603,0.48437806666666694,0,30.646441803260554,345
8265,1.1695062202105266,0.6133765550526321,0,31.021212717500003,345
8266,0.9438315789473687,0.47457272684210555,0,32.051622804390796,345
8267,0.7501377991578951,0.3956397126315791,0,33.40281798903551,345
8268,0.8236650716842108,0.34330478447368423,0,34.82957674955525,345
8269,0.9477071769473684,0.29122822965789474,0,35.99092544253154,345
8270,0.9157320574736841,0.4741377990789478,0,36.67490570394341,345
8271,0.8936899522105266,0.4391397129473686,0,36.721574564911855,345
8272,0.8823157894736838,0.21748421052631592,0,36.32692982632099,345
8273,1.0121684210526316,0.27851052631578954,0,35.44714912852631,345
8274,0.9066315789473682,0.2616789473684212,0,34.67501755175394,345
8275,0.9688421052631581,0.18320526315789484,0,34.11844956753812,345
8276,0.9246315789473685,0.2611349282368421,0,33.620745615788145,345
8277,0.8633684210526318,0.17749952155263166,0,33.279969293432906,345
8278,0.7664661243157896,0.2112012914210527,0,32.99046491404601,345
8279,0.6112019137894739,0.1812387559736843,0,32.701640357015805,345
8280,0.5517473684210529,0.17838947368421063,0,32.261263157455296,345
8281,0.5287521530526318,0.23227607660526325,0,32.01119516273692,346
8282,0.5322832534736847,0.24011339676315804,0,31.673807033772363,346
8283,0.6491770335789475,0.24826507223684222,0,31.416815794290784,346
8284,0.74403162055336,0.2801304048221344,0,31.216778662895916,346
8285,0.9735846890526321,0.3970499966052632,0,30.99883333548559,346
8286,1.3844497607368413,0.4595368423421055,0,30.812377192106627,346
8287,1.448755980947368,0.6214090910526319,0,30.71907674393553,346
8288,1.3791387558947368,0.497595215289474,0,30.7103201832421,346
8289,1.2020779222222224,0.5365714281746036,0,31.049810411633622,346
8290,0.9258874460317462,0.5278759011904764,0,32.2364902892897,346
8291,0.864271284126984,0.5019971142857144,0,33.8162521957725,346
