zipcode,cooling_zone,heating_zone,state,city,latitude,longitude,elevation_ft,hdd,cdd
59001,2,2,MT,RAPELJE,45.9636,-109.2531,"4,044","7,159",422
59061,1,3,MT,MYSTIC LAKE,45.2436,-109.7311,"6,544","8,157",122
59061,1,3,MT,MYSTIC LAKE,45.2436,-109.7311,"6,544","8,157",122
59820,2,2,MT,SAINT IGNATIUS,47.315,-114.0983,"2,915","6,799",310
59710,1,3,MT,ALDER 17 S,45.0708,-112.0575,"5,850","8,357",109
59311,2,3,MT,ALBION 1 N,45.2089,-104.2647,"3,312","7,825",577
59711,1,3,MT,ANACONDA,46.1314,-112.9569,"5,280","8,136",139
59711,1,3,MT,ANACONDA,46.1314,-112.9569,"5,280","8,136",139
59711,1,3,MT,ANACONDA,46.1314,-112.9569,"5,280","8,136",139
59711,1,3,MT,ANACONDA,46.1314,-112.9569,"5,280","8,136",139
59312,2,3,MT,COHAGEN,47.0567,-106.6167,"2,727","7,824",478
59211,2,3,MT,PLENTYWOOD,48.775,-104.5678,"2,048","8,852",446
59821,2,2,MT,MISSOULA INTL AP,46.9208,-114.0925,"3,192","7,283",331
59863,1,3,MT,SEELEY LAKE RS,47.2142,-113.5203,"4,100","8,456",120
59003,2,3,MT,LAME DEER,45.6258,-106.6642,"3,300","7,999",357
59004,3,2,MT,BIRNEY,45.3247,-106.5125,"3,160","6,930",649
59004,3,2,MT,BIRNEY,45.3247,-106.5125,"3,160","6,930",649
59410,1,3,MT,AUGUSTA,47.4931,-112.3964,"4,070","7,552",200
59713,1,3,MT,AUSTIN 1 W,46.6456,-112.2656,"4,851","9,043",102
59411,1,3,MT,ST MARY,48.7383,-113.4294,"4,560","8,663",95
59212,2,3,MT,CULBERTSON,48.1503,-104.5089,"1,942","8,394",535
59313,2,3,MT,BAKER MUNI AP,46.3583,-104.25,"2,971","8,371",470
59354,2,3,MT,EKALAKA,45.8903,-104.5461,"3,425","7,926",494
59354,2,3,MT,EKALAKA,45.8903,-104.5461,"3,425","7,926",494
59006,2,3,MT,POMPEYS PILLAR 18 N,46.2167,-108.0261,"3,466","7,504",536
59631,1,3,MT,BUTTE BERT MOONEY AP,45.9647,-112.5006,"5,506","9,220",80
59007,1,2,MT,NYE 2,45.435,-109.8081,"4,840","7,062",208
59007,1,2,MT,NYE 2,45.435,-109.8081,"4,840","7,062",208
59008,2,2,MT,JOLIET,45.4731,-109.0097,"3,848","7,371",399
59714,2,3,MT,BOZEMAN GALLATIN FLD,45.7881,-111.1608,"4,427","7,559",368
59412,2,3,MT,GREAT FALLS WFO,47.4597,-111.3847,"3,705","7,519",315
59412,2,3,MT,GREAT FALLS WFO,47.4597,-111.3847,"3,705","7,519",315
59412,2,3,MT,GREAT FALLS WFO,47.4597,-111.3847,"3,705","7,519",315
59314,3,2,MT,BIDDLE 8 SW,45.0403,-105.4855,"3,597","7,036",635
59910,1,2,MT,POLSON,47.675,-114.1906,"3,010","7,173",275
59911,1,3,MT,CRESTON,48.1889,-114.1342,"2,940","8,038",144
59911,1,3,MT,CRESTON,48.1889,-114.1342,"2,940","8,038",144
59010,2,3,MT,HYSHAM 25 SSE,45.9353,-107.1375,"3,100","7,763",487
59520,2,3,MT,BIG SANDY,48.135,-110.0608,"2,770","7,638",465
59011,2,2,MT,BIG TIMBER,45.8328,-109.9503,"4,100","6,995",408
59101,3,2,MT,BILLINGS WTP,45.7717,-108.4811,"3,097","6,339",651
59101,3,2,MT,BILLINGS WTP,45.7717,-108.4811,"3,097","6,339",651
59102,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59102,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59103,3,2,MT,BILLINGS LOGAN INTL AP,45.8069,-108.5422,"3,581","6,781",637
59104,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59105,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59106,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59107,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59108,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59111,3,2,MT,BILLINGS LOGAN INTL AP,45.8069,-108.5422,"3,581","6,781",637
59111,3,2,MT,BILLINGS LOGAN INTL AP,45.8069,-108.5422,"3,581","6,781",637
59112,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59112,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59114,3,2,MT,BILLINGS LOGAN INTL AP,45.8069,-108.5422,"3,581","6,781",637
59114,3,2,MT,BILLINGS LOGAN INTL AP,45.8069,-108.5422,"3,581","6,781",637
59115,3,2,MT,BILLINGS WTP,45.7717,-108.4811,"3,097","6,339",651
59115,3,2,MT,BILLINGS WTP,45.7717,-108.4811,"3,097","6,339",651
59116,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59116,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59117,3,2,MT,BILLINGS WTP,45.7717,-108.4811,"3,097","6,339",651
59117,3,2,MT,BILLINGS WTP,45.7717,-108.4811,"3,097","6,339",651
59012,3,2,MT,BIRNEY,45.3247,-106.5125,"3,160","6,930",649
59315,2,3,MT,BLOOMFIELD 5 NNE,47.4694,-104.895,"2,673","8,592",371
59823,1,3,MT,SEELEY LAKE RS,47.2142,-113.5203,"4,100","8,456",120
59823,1,3,MT,SEELEY LAKE RS,47.2142,-113.5203,"4,100","8,456",120
59823,1,3,MT,SEELEY LAKE RS,47.2142,-113.5203,"4,100","8,456",120
59632,1,3,MT,BOULDER,46.2314,-112.1136,"4,904","8,295",157
59521,2,3,MT,BIG SANDY,48.135,-110.0608,"2,770","7,638",465
59521,2,3,MT,BIG SANDY,48.135,-110.0608,"2,770","7,638",465
59316,2,3,MT,RIDGEWAY 1 S,45.5022,-104.4478,"3,316","8,088",495
59715,1,3,MT,BOZEMAN MONTANA ST U,45.6622,-111.0453,"4,913","7,701",254
59716,1,3,MT,BIG SKY 2WNW,45.2769,-111.3242,"6,590","9,938",11
59717,1,3,MT,BOZEMAN MONTANA ST U,45.6622,-111.0453,"4,913","7,701",254
59717,1,3,MT,BOZEMAN MONTANA ST U,45.6622,-111.0453,"4,913","7,701",254
59718,1,3,MT,BOZEMAN 6 W EXP FARM,45.675,-111.155,"4,775","7,815",199
59719,1,3,MT,BOZEMAN MONTANA ST U,45.6622,-111.0453,"4,913","7,701",254
59771,1,3,MT,BOZEMAN 6 W EXP FARM,45.675,-111.155,"4,775","7,815",199
59772,1,3,MT,BOZEMAN MONTANA ST U,45.6622,-111.0453,"4,913","7,701",254
59416,2,2,MT,CARTER 14 W,47.7919,-111.2192,"3,450","7,460",362
59014,2,2,MT,JOLIET,45.4731,-109.0097,"3,848","7,371",399
59317,3,2,MT,BIDDLE 8 SW,45.0403,-105.4855,"3,597","7,036",635
59317,3,2,MT,BIDDLE 8 SW,45.0403,-105.4855,"3,597","7,036",635
59345,3,2,MT,BROADUS,45.4442,-105.4072,"3,032","7,215",647
59015,1,2,MT,BARBER,46.3108,-109.3719,"3,730","7,405",259
59015,1,2,MT,BARBER,46.3108,-109.3719,"3,730","7,405",259
59213,2,3,MT,VIDA 6 NE,47.88,-105.3686,"2,284","8,235",507
59214,2,3,MT,BROCKWAY 3 WSW,47.2875,-105.83,"2,630","7,999",532
59417,1,3,MT,ST MARY,48.7383,-113.4294,"4,560","8,663",95
59417,1,3,MT,ST MARY,48.7383,-113.4294,"4,560","8,663",95
59417,1,3,MT,ST MARY,48.7383,-113.4294,"4,560","8,663",95
59417,1,3,MT,ST MARY,48.7383,-113.4294,"4,560","8,663",95
59318,3,2,MT,MOSBY 4 ENE,47.0219,-107.8225,"2,910","7,039",635
59418,1,3,MT,MARTINSDALE 3 NNW,46.5,-110.3378,"4,800","7,923",119
59418,1,3,MT,MARTINSDALE 3 NNW,46.5,-110.3378,"4,800","7,923",119
59016,2,3,MT,BUSBY,45.5397,-106.9597,"3,430","7,738",435
59016,2,3,MT,BUSBY,45.5397,-106.9597,"3,430","7,738",435
59701,1,3,MT,BUTTE BERT MOONEY AP,45.9647,-112.5006,"5,506","9,220",80
59701,1,3,MT,BUTTE BERT MOONEY AP,45.9647,-112.5006,"5,506","9,220",80
59701,1,3,MT,BUTTE BERT MOONEY AP,45.9647,-112.5006,"5,506","9,220",80
59702,1,3,MT,BUTTE BERT MOONEY AP,45.9647,-112.5006,"5,506","9,220",80
59703,1,3,MT,BUTTE BERT MOONEY AP,45.9647,-112.5006,"5,506","9,220",80
59707,1,3,MT,BUTTE BERT MOONEY AP,45.9647,-112.5006,"5,506","9,220",80
59707,1,3,MT,BUTTE BERT MOONEY AP,45.9647,-112.5006,"5,506","9,220",80
59750,1,3,MT,WISE RIVER 3 WNW,45.8031,-113.0136,"5,730","10,134",4
59750,1,3,MT,WISE RIVER 3 WNW,45.8031,-113.0136,"5,730","10,134",4
59419,1,3,MT,BLACKLEAF,48.0128,-112.4369,"4,235","8,567",124
59720,1,3,MT,LAKEVIEW,44.5994,-111.8125,"6,710","10,732",14
59721,1,3,MT,PONY,45.6572,-111.8986,"5,590","8,277",142
59420,2,3,MT,FT BENTON,47.8306,-110.6608,"2,649","7,605",392
59440,2,2,MT,CARTER 14 W,47.7919,-111.2192,"3,450","7,460",362
59440,2,2,MT,CARTER 14 W,47.7919,-111.2192,"3,450","7,460",362
59421,1,2,MT,CASCADE 5 S,47.2194,-111.71,"3,360","7,027",293
59824,2,2,MT,SAINT IGNATIUS,47.315,-114.0983,"2,915","6,799",310
59824,2,2,MT,SAINT IGNATIUS,47.315,-114.0983,"2,915","6,799",310
59522,1,3,MT,CHESTER,48.5153,-110.9711,"3,132","8,682",285
59523,2,3,MT,CHINOOK,48.5883,-109.2256,"2,420","8,362",391
59535,2,3,MT,WINIFRED,47.5589,-109.3758,"3,243","7,986",351
59535,2,3,MT,WINIFRED,47.5589,-109.3758,"3,243","7,986",351
59422,1,3,MT,CHOTEAU,47.8206,-112.1919,"3,845","7,915",175
59215,2,3,MT,CIRCLE,47.4122,-105.595,"2,475","7,951",572
59634,1,3,MT,AUSTIN 1 W,46.6456,-112.2656,"4,851","9,043",102
59634,1,3,MT,AUSTIN 1 W,46.6456,-112.2656,"4,851","9,043",102
59825,1,3,MT,OVANDO 9 SSE,46.8819,-113.0564,"4,325","9,437",47
59825,1,3,MT,OVANDO 9 SSE,46.8819,-113.0564,"4,325","9,437",47
59018,1,3,MT,LIVINGSTON MISSION FLD,45.6983,-110.4408,"4,643","7,603",229
59424,1,3,MT,DENTON,47.3181,-109.9372,"3,610","8,326",184
59322,2,3,MT,COHAGEN,47.0567,-106.6167,"2,727","7,824",478
59323,2,2,MT,COLSTRIP,45.8944,-106.6336,"3,218","7,371",498
59912,1,3,MT,WHITEFISH,48.4081,-114.3594,"3,100","8,400",167
59912,1,3,MT,WHITEFISH,48.4081,-114.3594,"3,100","8,400",167
59913,1,3,MT,EAST GLACIER,48.4469,-113.2239,"4,806","9,197",47
59919,1,3,MT,HUNGRY HORSE DAM,48.3425,-114.0217,"3,160","7,837",275
59926,1,3,MT,BABB 6 NE,48.9389,-113.3719,"4,300","9,044",44
59928,1,3,MT,EAST GLACIER,48.4469,-113.2239,"4,806","9,197",47
59019,2,2,MT,COLUMBUS,45.6444,-109.2675,"3,602","7,208",349
59826,1,3,MT,SEELEY LAKE RS,47.2142,-113.5203,"4,100","8,456",120
59826,1,3,MT,SEELEY LAKE RS,47.2142,-113.5203,"4,100","8,456",120
59827,1,3,MT,WISDOM,45.6178,-113.4514,"6,060","10,798",8
59425,1,3,MT,CONRAD,48.1794,-111.9614,"3,550","8,186",192
59456,1,3,MT,SHELBY,48.5042,-111.8553,"3,325","8,023",243
59020,1,3,MT,COOKE CITY 2 W,45.0189,-109.955,"7,483","10,994",2
59081,1,3,MT,COOKE CITY 2 W,45.0189,-109.955,"7,483","10,994",2
59081,1,3,MT,COOKE CITY 2 W,45.0189,-109.955,"7,483","10,994",2
59828,1,2,MT,WESTERN AG RSCH CTR,46.3286,-114.0836,"3,597","7,466",208
59217,3,3,MT,SIDNEY,47.7283,-104.1467,"1,931","7,675",618
59022,3,2,MT,HARDIN,45.7317,-107.6092,"2,908","6,689",729
59218,2,3,MT,CULBERTSON,48.1503,-104.5089,"1,942","8,394",535
59218,2,3,MT,CULBERTSON,48.1503,-104.5089,"1,942","8,394",535
59024,3,2,MT,MELSTONE,46.6008,-107.8689,"2,920","6,843",657
59427,1,3,MT,CUT BANK MUNI AP,48.6033,-112.3753,"3,838","8,522",163
59427,1,3,MT,CUT BANK MUNI AP,48.6033,-112.3753,"3,838","8,522",163
59427,1,3,MT,CUT BANK MUNI AP,48.6033,-112.3753,"3,838","8,522",163
59219,2,3,MT,MEDICINE LAKE 3 SE,48.4828,-104.4514,"1,942","9,099",423
59829,1,3,MT,SULA 3 ENE,45.8478,-113.9269,"4,475","8,442",49
59914,1,2,MT,BIGFORK 13 S,47.875,-114.0331,"2,910","6,932",234
59929,1,3,MT,LIBBY 32 SSE,47.9733,-115.2239,"3,465","8,934",26
59025,1,3,MT,SONNETTE 2 WNW,45.4183,-105.8683,"3,900","8,393",288
59722,1,3,MT,DEER LODGE 3 W,46.3911,-112.7975,"4,850","8,751",72
59722,1,3,MT,DEER LODGE 3 W,46.3911,-112.7975,"4,850","8,751",72
59731,1,3,MT,BUTTE BERT MOONEY AP,45.9647,-112.5006,"5,506","9,220",80
59733,1,3,MT,DEER LODGE 3 W,46.3911,-112.7975,"4,850","8,751",72
59430,1,3,MT,DENTON,47.3181,-109.9372,"3,610","8,326",184
59724,1,3,MT,ALDER 17 S,45.0708,-112.0575,"5,850","8,357",109
59725,1,3,MT,DILLION U OF MONTANA W,45.2128,-112.6447,"5,228","7,799",141
59725,1,3,MT,DILLION U OF MONTANA W,45.2128,-112.6447,"5,228","7,799",141
59732,1,3,MT,DIVIDE,45.7511,-112.7547,"5,350","8,860",97
59746,1,3,MT,JACKSON,45.3681,-113.4089,"6,480","10,291",11
59727,1,3,MT,JACKSON,45.3681,-113.4089,"6,480","10,291",11
59831,1,3,MT,LINDBERGH LAKE,47.4083,-113.7125,"4,320","8,552",116
59524,1,3,MT,ZORTMAN,47.9178,-108.5272,"4,040","8,316",216
59832,1,3,MT,DRUMMOND AVIATION,46.6383,-113.1761,"4,000","8,150",143
59432,1,3,MT,BLACKLEAF,48.0128,-112.4369,"4,235","8,567",124
59433,1,3,MT,CONRAD,48.1794,-111.9614,"3,550","8,186",192
59434,1,3,MT,EAST GLACIER,48.4469,-113.2239,"4,806","9,197",47
59434,1,3,MT,EAST GLACIER,48.4469,-113.2239,"4,806","9,197",47
59434,1,3,MT,EAST GLACIER,48.4469,-113.2239,"4,806","9,197",47
59434,1,3,MT,EAST GLACIER,48.4469,-113.2239,"4,806","9,197",47
59434,1,3,MT,EAST GLACIER,48.4469,-113.2239,"4,806","9,197",47
59434,1,3,MT,EAST GLACIER,48.4469,-113.2239,"4,806","9,197",47
59635,2,3,MT,HELENA RGNL AP,46.6056,-111.9636,"3,828","7,540",407
59647,1,3,MT,TOWNSEND,46.3308,-111.5378,"3,840","7,509",243
59026,2,2,MT,JOLIET,45.4731,-109.0097,"3,848","7,371",399
59324,2,3,MT,EKALAKA,45.8903,-104.5461,"3,425","7,926",494
59324,2,3,MT,EKALAKA,45.8903,-104.5461,"3,425","7,926",494
59728,1,3,MT,BUTTE BERT MOONEY AP,45.9647,-112.5006,"5,506","9,220",80
59915,1,2,MT,BIGFORK 13 S,47.875,-114.0331,"2,910","6,932",234
59027,1,3,MT,BIG SKY 2WNW,45.2769,-111.3242,"6,590","9,938",11
59027,1,3,MT,BIG SKY 2WNW,45.2769,-111.3242,"6,590","9,938",11
59729,1,3,MT,ENNIS,45.3394,-111.7111,"4,953","8,124",104
59435,1,3,MT,SHELBY,48.5042,-111.8553,"3,325","8,023",243
59917,1,3,MT,FORTINE 1 N,48.7783,-114.8997,"3,000","7,974",173
59436,1,3,MT,FAIRFIELD,47.6153,-111.9855,"3,983","7,697",249
59436,1,3,MT,FAIRFIELD,47.6153,-111.9855,"3,983","7,697",249
59221,3,3,MT,SIDNEY,47.7283,-104.1467,"1,931","7,675",618
59326,2,3,MT,MILDRED 5 N,46.7614,-104.9619,"2,484","8,297",514
59341,2,3,MT,MILDRED 5 N,46.7614,-104.9619,"2,484","8,297",514
59341,2,3,MT,MILDRED 5 N,46.7614,-104.9619,"2,484","8,297",514
59028,1,2,MT,NYE 2,45.435,-109.8081,"4,840","7,062",208
59222,2,3,MT,BREDETTE,48.5475,-105.2706,"2,638","8,754",446
59833,2,2,MT,MISSOULA INTL AP,46.9208,-114.0925,"3,192","7,283",331
59327,3,2,MT,FORSYTH,46.2719,-106.6744,"2,515","7,236",600
59442,2,3,MT,FT BENTON,47.8306,-110.6608,"2,649","7,605",392
59636,2,3,MT,HELENA RGNL AP,46.6056,-111.9636,"3,828","7,540",407
59918,1,3,MT,FORTINE 1 N,48.7783,-114.8997,"3,000","7,974",173
59223,2,3,MT,JORDAN 23 ENE,47.4819,-106.4681,"2,385","8,009",509
59443,1,2,MT,SUN RIVER 4 S,47.4778,-111.7406,"3,600","7,492",226
59225,2,3,MT,GLASGOW,48.2064,-106.6242,"2,276","8,437",533
59225,2,3,MT,GLASGOW,48.2064,-106.6242,"2,276","8,437",533
59834,2,2,MT,MISSOULA INTL AP,46.9208,-114.0925,"3,192","7,283",331
59846,2,2,MT,MISSOULA INTL AP,46.9208,-114.0925,"3,192","7,283",331
59226,2,3,MT,CULBERTSON,48.1503,-104.5089,"1,942","8,394",535
59242,2,3,MT,MEDICINE LAKE 3 SE,48.4828,-104.4514,"1,942","9,099",423
59029,2,2,MT,BRIDGER 2 N,45.3261,-108.9092,"3,583","7,388",417
59444,1,3,MT,GOLDBUTTE 7 N,48.9761,-111.3994,"3,498","8,174",192
59730,1,3,MT,BIG SKY 2WNW,45.2769,-111.3242,"6,590","9,938",11
59730,1,3,MT,BIG SKY 2WNW,45.2769,-111.3242,"6,590","9,938",11
59030,1,3,MT,COOKE CITY 2 W,45.0189,-109.955,"7,483","10,994",2
59030,1,3,MT,COOKE CITY 2 W,45.0189,-109.955,"7,483","10,994",2
59030,1,3,MT,COOKE CITY 2 W,45.0189,-109.955,"7,483","10,994",2
59031,3,2,MT,YELLOWTAIL DAM,45.3128,-107.9383,"3,305","6,495",650
59446,1,3,MT,DENTON,47.3181,-109.9372,"3,610","8,326",184
59446,1,3,MT,DENTON,47.3181,-109.9372,"3,610","8,326",184
59447,1,3,MT,RAYNESFORD 2 NNW,47.2972,-110.7456,"4,215","7,569",256
59525,2,3,MT,GILDFORD,48.5653,-110.3022,"2,820","8,123",331
59230,2,3,MT,GLASGOW,48.2064,-106.6242,"2,276","8,437",533
59230,2,3,MT,GLASGOW,48.2064,-106.6242,"2,276","8,437",533
59230,2,3,MT,GLASGOW,48.2064,-106.6242,"2,276","8,437",533
59231,2,3,MT,ST MARIE,48.4089,-106.5144,"2,756","8,298",518
59231,2,3,MT,ST MARIE,48.4089,-106.5144,"2,756","8,298",518
59231,2,3,MT,ST MARIE,48.4089,-106.5144,"2,756","8,298",518
59330,3,2,MT,GLENDIVE,47.1064,-104.7183,"2,076","7,479",761
59032,2,2,MT,GRASS RANGE,47.0258,-108.8031,"3,490","7,451",307
59084,2,2,MT,FLATWILLOW 4 ENE,46.8511,-108.3133,"3,133","7,068",473
59084,2,2,MT,FLATWILLOW 4 ENE,46.8511,-108.3133,"3,133","7,068",473
59084,2,2,MT,FLATWILLOW 4 ENE,46.8511,-108.3133,"3,133","7,068",473
59401,2,2,MT,CARTER 14 W,47.7919,-111.2192,"3,450","7,460",362
59402,2,2,MT,CARTER 14 W,47.7919,-111.2192,"3,450","7,460",362
59402,2,2,MT,CARTER 14 W,47.7919,-111.2192,"3,450","7,460",362
59402,2,2,MT,CARTER 14 W,47.7919,-111.2192,"3,450","7,460",362
59403,1,2,MT,CASCADE 5 S,47.2194,-111.71,"3,360","7,027",293
59404,1,3,MT,GREAT FALLS INTL AP,47.4733,-111.3822,"3,664","7,726",297
59405,1,3,MT,GREAT FALLS INTL AP,47.4733,-111.3822,"3,664","7,726",297
59406,2,2,MT,CARTER 14 W,47.7919,-111.2192,"3,450","7,460",362
59414,2,2,MT,CARTER 14 W,47.7919,-111.2192,"3,450","7,460",362
59033,2,2,MT,BIG TIMBER,45.8328,-109.9503,"4,100","6,995",408
59837,1,3,MT,DEER LODGE 3 W,46.3911,-112.7975,"4,850","8,751",72
59835,1,2,MT,HAMILTON,46.2553,-114.1642,"3,545","7,301",256
59840,1,2,MT,HAMILTON,46.2553,-114.1642,"3,545","7,301",256
59840,1,2,MT,HAMILTON,46.2553,-114.1642,"3,545","7,301",256
59841,1,2,MT,DARBY,46.0264,-114.1764,"3,880","7,087",241
59332,2,3,MT,RIDGEWAY 1 S,45.5022,-104.4478,"3,316","8,088",495
59034,3,2,MT,HARDIN,45.7317,-107.6092,"2,908","6,689",729
59035,2,3,MT,WYOLA 1 SW,45.1217,-107.4061,"3,730","7,512",373
59035,2,3,MT,WYOLA 1 SW,45.1217,-107.4061,"3,730","7,512",373
59526,2,3,MT,HARLEM,48.5353,-108.7964,"2,371","7,694",464
59036,1,3,MT,HARLOWTON,46.4328,-109.8311,"4,178","8,114",194
59735,1,3,MT,PONY,45.6572,-111.8986,"5,590","8,277",142
59501,2,3,MT,HAVRE CITY CO AP,48.5428,-109.7633,"2,585","8,222",387
59527,1,3,MT,ZORTMAN,47.9178,-108.5272,"4,040","8,316",216
59448,1,3,MT,BLACKLEAF,48.0128,-112.4369,"4,235","8,567",124
59601,2,3,MT,HELENA RGNL AP,46.6056,-111.9636,"3,828","7,540",407
59602,1,2,MT,CANYON FERRY DAM,46.65,-111.7333,"3,672","7,390",291
59604,2,3,MT,HELENA RGNL AP,46.6056,-111.9636,"3,828","7,540",407
59620,1,3,MT,AUSTIN 1 W,46.6456,-112.2656,"4,851","9,043",102
59620,1,3,MT,AUSTIN 1 W,46.6456,-112.2656,"4,851","9,043",102
59623,2,3,MT,HELENA RGNL AP,46.6056,-111.9636,"3,828","7,540",407
59623,2,3,MT,HELENA RGNL AP,46.6056,-111.9636,"3,828","7,540",407
59624,2,3,MT,HELENA RGNL AP,46.6056,-111.9636,"3,828","7,540",407
59625,2,3,MT,HELENA RGNL AP,46.6056,-111.9636,"3,828","7,540",407
59625,2,3,MT,HELENA RGNL AP,46.6056,-111.9636,"3,828","7,540",407
59626,2,3,MT,HELENA RGNL AP,46.6056,-111.9636,"3,828","7,540",407
59633,1,3,MT,AUSTIN 1 W,46.6456,-112.2656,"4,851","9,043",102
59843,1,3,MT,WISDOM,45.6178,-113.4514,"6,060","10,798",8
59844,1,2,ID,WALLACE,47.4753,-115.9314,"2,710","7,238",215
59450,1,3,MT,GREAT FALLS INTL AP,47.4733,-111.3822,"3,664","7,726",297
59450,1,3,MT,GREAT FALLS INTL AP,47.4733,-111.3822,"3,664","7,726",297
59451,1,3,MT,DENTON,47.3181,-109.9372,"3,610","8,326",184
59528,2,3,MT,GILDFORD,48.5653,-110.3022,"2,820","8,123",331
59241,2,3,MT,SACO 1 NNW,48.4661,-107.3528,"2,185","8,593",382
59452,1,3,MT,STANFORD,47.1547,-110.2239,"4,860","7,598",279
59529,2,3,MT,TURNER 11N,48.9992,-108.3894,"2,982","8,547",333
59845,1,3,MT,LIBBY 32 SSE,47.9733,-115.2239,"3,465","8,934",26
59845,1,3,MT,LIBBY 32 SSE,47.9733,-115.2239,"3,465","8,934",26
59848,2,2,MT,HOT SPRINGS,47.6,-114.6833,"2,900","7,180",322
59848,2,2,MT,HOT SPRINGS,47.6,-114.6833,"2,900","7,180",322
59037,2,2,MT,HUNTLEY EXP STN,45.9228,-108.2444,"3,034","7,276",465
59038,2,2,MT,HYSHAM,46.2942,-107.2278,"2,660","7,184",522
59038,2,2,MT,HYSHAM,46.2942,-107.2278,"2,660","7,184",522
59076,2,2,MT,HYSHAM,46.2942,-107.2278,"2,660","7,184",522
59076,2,2,MT,HYSHAM,46.2942,-107.2278,"2,660","7,184",522
59039,2,3,MT,INGOMAR 14 NE,46.7392,-107.2078,"2,795","7,660",584
59530,2,3,MT,JOPLIN,48.5617,-110.7669,"3,323","8,301",304
59336,2,3,MT,CARLYLE 13 NW,46.7447,-104.3089,"3,140","8,215",428
59736,1,3,MT,JACKSON,45.3681,-113.4089,"6,480","10,291",11
59638,1,3,MT,BOULDER,46.2314,-112.1136,"4,904","8,295",157
59638,1,3,MT,BOULDER,46.2314,-112.1136,"4,904","8,295",157
59041,2,2,MT,JOLIET,45.4731,-109.0097,"3,848","7,371",399
59041,2,2,MT,JOLIET,45.4731,-109.0097,"3,848","7,371",399
59531,2,3,MT,JOPLIN,48.5617,-110.7669,"3,323","8,301",304
59337,2,3,MT,JORDAN AP,47.3258,-106.9475,"2,662","8,246",420
59453,1,3,MT,MARTINSDALE 3 NNW,46.5,-110.3378,"4,800","7,923",119
59453,1,3,MT,MARTINSDALE 3 NNW,46.5,-110.3378,"4,800","7,923",119
59901,1,3,MT,KALISPELL GLACIER AP,48.3042,-114.2636,"2,957","8,040",148
59901,1,3,MT,KALISPELL GLACIER AP,48.3042,-114.2636,"2,957","8,040",148
59901,1,3,MT,KALISPELL GLACIER AP,48.3042,-114.2636,"2,957","8,040",148
59903,1,3,MT,KALISPELL GLACIER AP,48.3042,-114.2636,"2,957","8,040",148
59904,1,3,MT,CRESTON,48.1889,-114.1342,"2,940","8,038",144
59454,1,3,MT,SHELBY,48.5042,-111.8553,"3,325","8,023",243
59466,1,3,MT,GOLDBUTTE 7 N,48.9761,-111.3994,"3,498","8,174",192
59466,1,3,MT,GOLDBUTTE 7 N,48.9761,-111.3994,"3,498","8,174",192
59920,1,3,MT,LIBBY 32 SSE,47.9733,-115.2239,"3,465","8,934",26
59338,3,3,MT,MILES CITY F WILEY FLD,46.4267,-105.8825,"2,624","7,639",731
59532,2,3,MT,GILDFORD,48.5653,-110.3022,"2,820","8,123",331
59922,1,2,MT,BIGFORK 13 S,47.875,-114.0331,"2,910","6,932",234
59931,1,3,MT,SWAN LAKE,47.9203,-113.8394,"3,100","8,269",91
59243,2,3,MT,BLOOMFIELD 5 NNE,47.4694,-104.895,"2,673","8,592",371
59243,2,3,MT,BLOOMFIELD 5 NNE,47.4694,-104.895,"2,673","8,592",371
59043,2,3,MT,LAME DEER,45.6258,-106.6642,"3,300","7,999",357
59244,1,3,MT,OPHEIM 12 SSE,48.6956,-106.3153,"2,936","9,998",198
59044,2,2,MT,BILLINGS WFO,45.7508,-108.5706,"3,185","6,857",537
59046,1,2,MT,BARBER,46.3108,-109.3719,"3,730","7,405",259
59046,1,2,MT,BARBER,46.3108,-109.3719,"3,730","7,405",259
59046,1,2,MT,BARBER,46.3108,-109.3719,"3,730","7,405",259
59441,1,3,MT,RYEGATE 18 NNW,46.5333,-109.3442,"4,440","7,994",275
59457,1,3,MT,LEWISTOWN MUNI AP,47.0492,-109.4578,"4,145","8,199",210
59457,1,3,MT,LEWISTOWN MUNI AP,47.0492,-109.4578,"4,145","8,199",210
59923,1,2,MT,LIBBY,48.3806,-115.5578,"2,140","7,457",189
59739,1,3,MT,LAKEVIEW,44.5994,-111.8125,"6,710","10,732",14
59639,1,3,MT,LINCOLN RS,46.9558,-112.6547,"4,575","8,626",79
59339,2,3,MT,BLOOMFIELD 5 NNE,47.4694,-104.895,"2,673","8,592",371
59047,1,3,MT,LIVINGSTON MISSION FLD,45.6983,-110.4408,"4,643","7,603",229
